84.9353,212
85.3418,209
85.6824,207
86.0284,205
86.4349,203
86.781,201
87.1216,199
87.4841,197
87.8741,194
88.2806,192
88.6212,190
88.9673,188
89.3738,186
89.6704,185
90.0769,183
90.4175,181
90.7635,180
91.17,178
91.5106,176
91.9171,174
92.2632,172
92.6093,171
92.9498,170
93.3563,168
93.7024,167
94.0924,165
94.389,164
94.7296,163
95.0757,162
95.4218,161
95.7623,160
96.1688,158
96.5149,157
96.8555,156
97.2015,155
97.608,153
97.9486,152
98.2452,152
98.5913,151
99.0417,149
99.3878,148
99.6844,148
100.0909,146
100.437,145
100.7172,145
101.0577,144
101.4038,143
101.8103,142
102.1509,141
102.4969,140
102.7936,140
103.1396,139
103.5461,138
103.8867,137
104.1669,137
104.5294,136
104.9194,135
105.2161,135
105.5621,134
105.9027,133
106.1993,133
106.5894,132
106.9354,131
107.2321,131
107.5122,131
107.9187,130
108.2648,129
108.5614,129
108.9679,128
109.3085,127
109.5886,127
109.8853,127
110.2808,126
110.5774,126
110.918,125
111.3245,124
111.6705,123
111.9507,123
112.2473,123
112.6538,122
112.934,122
113.3405,121
113.6371,121
113.9832,120
114.2633,120
114.6698,119
114.95,119
115.2466,119
115.6531,118
115.9332,118
116.3397,117
116.6364,117
116.9824,116
117.2626,116
117.5592,116
117.9492,115
118.2458,115
118.526,115
118.9325,114
119.2291,114
119.5148,114
119.9213,113
120.2014,113
120.498,113
120.9045,112
121.1847,112
121.4813,112
121.7615,112
122.0581,112
122.4646,111
122.7448,111
123.0469,111
123.4369,110
123.7335,110
124.0137,110
124.3103,110
124.5905,110
124.8871,110
125.2936,109
125.5737,109
125.8704,109
126.156,109
126.4526,109
126.7328,109
127.0294,109
127.4194,108
127.7161,108
127.9962,108
128.2928,108
128.573,108
128.8696,108
129.1553,108
129.4519,108
129.7321,108
130.0287,108
130.3088,108
130.7153,107
131.012,107
131.2921,107
131.5887,107
132.171,107
158.28,106
159.4336,106
159.906,107
160.1862,107
160.4828,107
160.7629,107
161.0596,107
161.3397,107
161.6364,107
161.9165,107
162.1088,108
162.3889,108
162.6855,108
162.9657,108
163.2623,108
163.5425,108
163.8391,108
164.1248,108
164.4214,108
164.7015,108
164.9982,108
165.2783,108
165.4486,109
165.7452,109
166.0309,109
166.3275,109
166.6077,109
166.9043,109
167.1844,109
167.3547,110
167.6514,110
167.937,110
168.2336,110
168.5138,110
168.8104,110
168.9807,111
169.2773,111
169.5575,111
169.8541,111
170.0299,112
170.3101,112
170.6067,112
170.8868,112
171.0571,113
171.3593,113
171.6394,113
171.936,113
172.1063,114
172.403,114
172.6831,114
172.9797,114
173.1555,115
173.4357,115
173.7323,115
173.9026,116
174.1827,116
174.4794,116
174.7156,117
174.9957,117
175.2924,117
175.4681,118
175.7483,118
176.0449,118
176.2152,119
176.5118,119
176.792,119
176.9678,120
177.2644,120
177.5446,120
177.7808,121
178.0774,121
178.2477,122
178.5278,122
178.8245,122
178.9948,123
179.2969,123
179.577,123
179.8077,124
180.1044,124
180.2802,125
180.5603,125
180.7965,126
181.0931,126
181.2634,127
181.5601,127
181.7798,128
182.0764,128
188.7012,460
189.0417,453
189.3384,448
189.6844,445
189.9646,443
190.2612,441
190.6073,438
190.9039,437
191.1841,437
191.4807,434
191.8268,430
192.1069,429
192.4036,427
192.6837,426
192.9803,424
193.3264,422
193.6066,420
193.9032,418
194.1833,417
194.5459,416
194.826,414
195.1227,413
195.4028,411
195.7489,407
196.0455,405
196.3257,404
196.6718,403
196.9684,402
197.2485,400
197.5452,401
197.8418,402
198.1219,402
198.4186,403
198.6548,405
198.9349,407
199.9677,387
200.2643,388
200.495,391
200.7806,393
201.0773,394
201.3739,394
201.6541,394
201.9507,393
202.2308,392
202.5275,391
202.8735,390
203.1537,390
203.4503,390
203.7305,390
204.0271,390
204.2633,392
204.5435,394
204.8895,390
205.1862,387
205.4828,387
206.0596,385
207.1088,401
207.4493,393
207.7954,389
208.0756,390
208.3722,387
208.6523,390
208.8885,395
209.1852,396
209.4653,394
209.762,392
210.0421,391
210.4047,390
210.6848,390
210.9814,389
211.2616,389
211.5582,389
211.8384,389
212.1405,389
212.4207,388
212.7173,388
212.9974,388
213.2941,388
213.5742,387
213.8708,387
214.151,387
214.4531,387
214.7498,386
215.0299,386
215.3265,387
215.6067,388
215.9033,387
216.1835,386
216.4801,390
216.7163,393
216.9965,394
217.2931,393
217.5732,393
217.8699,392
218.1555,392
218.4521,391
219.0289,391
220.8252,386
221.1713,384
221.4514,381
221.792,378
222.0886,375
222.3853,374
222.6709,373
223.0115,372
223.3081,372
223.5443,373
223.8245,374
224.1211,376
224.4012,374
224.8077,365
225.1044,362
225.39,363
225.6866,364
225.9668,364
226.2634,364
226.5436,363
226.8402,363
227.1204,363
227.417,363
227.7026,363
227.9828,363
228.2794,363
228.5596,362
228.8562,362
229.2023,361
229.4824,361
229.7791,359
230.0592,359
230.3558,359
230.636,358
230.9326,358
231.2183,358
231.5149,358
231.795,358
232.0917,358
232.3718,358
232.6685,359
232.9486,360
233.1848,362
233.4814,363
233.7616,364
234.0582,367
234.278,372
234.5142,376
234.8108,378
235.0415,381
235.3271,383
235.5579,386
235.8545,389
236.0742,391
236.3708,393
236.651,394
237.1838,397
238.3099,536
239.2163,478
239.5624,469
239.859,465
240.1996,463
240.4797,461
240.7764,462
241.062,463
241.3586,460
241.6388,459
241.9354,460
242.2156,457
242.5122,458
242.7484,464
243.0286,470
243.2648,475
243.6053,472
243.9514,461
244.2316,462
244.4678,472
244.6985,477
245.2808,479
246.5936,411
250.7794,207
251.0596,207
251.3562,207
251.6364,208
251.8726,209
252.1692,210
252.3395,212
252.6196,213
252.8119,216
253.092,217
253.559,220
253.7952,222
254.6082,224
255.3552,228
268.6542,4424
268.9343,4424
269.231,4432
269.5111,4448
269.8077,4464
270.0934,4480
270.39,4496
270.6702,4504
270.9503,4520
271.2469,4536
271.5271,4560
271.8237,4576
272.1094,4584
272.406,4600
272.6862,4616
272.9828,4648
273.2629,4664
273.5431,4672
273.8397,4696
274.1199,4704
274.4165,4712
274.7021,4720
274.9988,4736
275.2789,4744
275.5591,4760
275.8557,4768
276.1359,4792
276.4325,4808
276.7181,4824
277.0148,4840
277.2949,4864
277.5916,4896
277.8717,4912
278.1079,4928
278.3881,4960
278.6847,4984
278.9648,5016
279.2615,5032
279.5416,5048
279.8438,5064
280.1239,5088
280.4041,5104
280.7007,5112
280.9808,5128
281.2775,5160
281.5576,5184
281.8542,5200
282.1399,5232
282.4365,5248
282.7167,5264
282.9968,5296
283.2935,5336
283.5736,5360
283.8702,5400
284.1559,5432
284.4525,5440
284.7327,5464
285.0293,5496
285.3094,5520
285.5896,5544
285.8862,5584
286.1719,5624
286.4685,5648
286.7487,5656
287.0453,5672
287.3254,5712
287.6221,5760
287.9022,5800
288.1989,5840
288.479,5856
288.7646,5888
289.0613,5920
289.3414,5952
289.6381,5992
289.9182,6040
290.2148,6080
290.495,6136
290.7312,6168
291.0114,6200
291.308,6240
291.5936,6272
291.8903,6304
292.1704,6328
292.467,6360
292.7472,6408
293.0438,6440
293.324,6480
293.6041,6528
293.9063,6560
294.1864,6584
294.483,6576
294.7632,6560
295.0598,6560
295.34,6536
295.6366,6520
295.9167,6520
296.2024,6488
296.499,6456
296.7792,6448
297.0758,6432
297.356,6400
297.6526,6360
297.9327,6352
298.2294,6336
298.515,6304
298.7952,6304
299.0918,6320
299.3719,6392
299.6686,6512
299.9487,6560
300.2454,6592
300.531,6640
300.8276,6704
301.1078,6752
301.4044,6792
301.6846,6832
301.9647,6864
302.2614,6952
302.5415,7000
302.8436,6960
303.1238,6952
303.4204,6944
303.7006,6912
303.9972,6896
304.2773,6888
304.5575,6888
304.8541,6872
305.1398,6856
305.4364,6840
305.7166,6824
306.0132,6816
306.2933,6800
306.59,6800
306.8701,6792
307.1667,6768
307.4524,6744
307.749,6736
308.0292,6720
308.3258,6712
308.606,6704
308.9026,6704
309.1827,6680
309.4794,6656
309.765,6648
310.0616,6632
314.0112,457
314.3573,455
314.6375,453
314.9341,451
315.2142,448
315.5603,447
315.8569,446
316.1371,445
316.4337,443
316.7139,442
317.0105,441
317.3566,438
317.6367,436
317.9333,435
318.2135,434
318.5156,433
318.8562,431
319.1364,430
319.433,428
319.7186,427
320.0153,425
320.2954,424
320.592,424
320.9326,423
321.2183,421
321.5149,420
321.795,419
322.0917,419
322.3718,422
322.6685,422
322.9486,422
323.1848,425
323.4814,428
323.7616,431
323.9978,434
324.234,440
324.5142,445
324.8108,446
325.0415,449
325.3271,454
325.5579,458
325.8545,463
326.0907,468
326.3269,473
326.6071,478
326.9037,482
327.1234,486
327.42,491
327.6563,497
327.887,503
328.1671,508
328.4033,514
328.7,520
328.9197,528
330.8588,6360
331.7157,6392
332.3584,6024
332.6385,6024
332.9352,6016
333.2153,6008
333.512,6000
333.7921,6016
334.0887,6032
334.3744,6016
334.671,6024
334.9677,6056
335.2478,6072
335.5444,6064
335.8246,6056
336.1212,6064
336.4014,6056
336.698,6072
336.9836,6072
337.2144,6152
337.511,6256
337.7966,6288
338.0933,6304
338.3734,6288
338.67,6288
338.9502,6296
339.2468,6312
339.527,6320
339.8236,6312
340.4059,6320
341.3232,6136
342.1362,2980
342.4219,2968
342.7185,2956
342.9987,2944
343.2953,2932
343.5754,2920
343.8721,2916
344.1522,2908
344.4489,2896
344.729,2884
345.0311,2872
345.3113,2864
345.6079,2856
345.8881,2844
346.8274,5624
347.124,5632
347.4042,5632
347.7008,5640
347.981,5656
348.2776,5672
348.5577,5680
348.8544,5688
349.151,5712
349.4366,5728
349.7333,5720
350.0134,5736
350.3101,5744
350.5902,5760
350.8868,5776
351.167,5784
351.4636,5784
351.7493,5792
