351.9525,5792
352.2491,5808
352.5293,5808
352.8259,5808
353.1061,5816
353.4027,5832
353.6829,5840
353.9795,5848
354.2651,5856
354.5618,5864
354.8584,5872
355.1385,5896
355.4352,5960
356.012,6024
359.1211,1782
359.4012,1786
359.6979,1780
359.9835,1770
0.8569,1774
1.1536,1772
1.4337,1770
1.7303,1772
2.0105,1774
2.3071,1776
2.5928,1778
2.8894,1782
3.1696,1790
3.4662,1802
3.7463,1820
4.043,1848
4.3231,1882
5.1361,1916
9.245,327
9.4812,328
9.7778,331
10.014,334
10.2338,338
10.4645,342
10.7611,346
10.9973,350
11.2335,354
11.4642,359
11.7004,363
11.9366,368
12.2168,372
12.453,377
12.6837,383
12.9199,388
13.1561,394
13.3868,400
13.623,405
13.8593,411
14.09,417
14.3701,423
14.6063,430
14.8425,436
15.0732,443
15.3094,450
15.5457,457
15.7764,465
16.0126,473
16.2927,482
16.5289,490
16.7651,499
16.9958,507
17.2321,516
17.4683,526
17.699,536
17.9352,548
18.2153,558
19.0283,570
19.6381,868
19.9347,866
20.2148,868
20.5115,866
20.7916,862
21.0938,856
21.3739,858
21.6705,856
21.9507,852
22.2473,852
22.5275,856
22.8241,856
23.1042,854
23.4009,852
23.6865,852
23.9832,852
24.2633,850
24.5599,850
24.8401,850
25.1367,850
25.4169,848
25.7135,848
26.0156,848
26.2958,848
26.6364,846
26.933,846
27.2186,844
27.5153,846
27.7954,846
28.092,844
28.3722,842
28.6688,842
28.949,844
29.2456,842
29.5313,842
29.8279,842
30.1245,842
30.4047,840
30.7013,840
30.9979,842
31.2781,842
31.5747,840
32.1515,838
33.1238,1588
33.4204,1588
33.7006,1584
33.9972,1584
34.2938,1584
34.574,1582
34.8706,1580
35.1672,1578
35.4529,1580
35.7495,1584
36.0461,1588
36.3263,1602
36.6229,1618
36.9196,1622
37.1997,1624
37.4963,1626
37.793,1626
38.0731,1628
38.3698,1628
38.6719,1630
39.2487,1634
39.5453,1604
39.8254,1630
40.1221,1636
40.4022,1636
40.6989,1638
40.9351,1640
41.2317,1640
41.5283,1642
41.8085,1644
42.1051,1646
42.4017,1648
42.6874,1650
42.984,1652
43.2642,1654
43.5608,1654
43.8574,1656
44.1376,1656
44.4342,1658
44.7308,1660
45.011,1660
45.3076,1662
45.6042,1666
45.8899,1666
46.1865,1666
46.4832,1670
46.7633,1672
47.0599,1674
48.23,1678
48.5156,1678
48.8123,1676
49.1089,1672
49.389,1670
49.6857,1666
51.4819,1584
51.9653,1766
52.3114,1750
52.5916,1738
52.8882,1730
53.1848,1724
53.465,1720
53.7616,1716
54.0582,1716
54.3384,1716
54.6405,1720
54.9371,1722
55.2173,1724
55.5139,1728
55.8105,1734
56.684,1744
56.9641,1750
57.4969,1762
59.9359,2292
60.2161,2284
60.5127,2268
60.7928,2252
61.1554,2232
61.4355,2212
61.7322,2204
62.0123,2196
62.309,2184
62.5891,2172
62.8857,2160
63.1714,2148
63.468,2140
63.7482,2132
64.0448,2124
64.3414,2108
64.6216,2096
64.9182,2084
65.1984,2088
65.495,2084
65.7806,2072
66.0773,2060
66.3574,2052
66.698,2044
66.9946,2032
67.2968,2030
67.5769,2044
67.8076,2056
68.1042,2068
68.3899,2076
68.6865,2084
68.9667,2100
69.2633,2116
69.5435,2120
69.8401,2136
70.1202,2160
70.4169,2172
70.7025,2192
71.2958,2204
71.5155,2332
71.8121,2320
72.1088,2308
72.3889,2300
72.6855,2292
72.9657,2272
73.2623,2276
73.5425,2296
73.8391,2280
79.4641,257
79.8706,253
80.2167,249
80.5573,246
80.9637,243
81.3098,239
81.7163,236
82.0624,233
82.403,230
82.8094,227
83.1555,225
83.4961,222
83.9026,219
84.2487,216
84.5892,214
